"NTSC/PAL (Television) TFT Display - 2.0"" Diagonal",https://www.adafruit.com/product/911,39.95
uxcell PCB Panel Mount Single RCA Socket Female Jack Audio Video AV Connector Silver Tone 4Pcs,https://www.amazon.com/gp/product/B07PDZ1MC8/ref=ox_sc_act_title_1?smid=A1THAZDOWP300U&psc=1,5.59
VCE 5-Pack Gold Plated RCA Male to Male RCA Coupler Connector Adapter,https://www.amazon.com/gp/product/B06W9JBQSW/ref=ox_sc_act_title_2?smid=A130RVB6PSAL46&psc=1,6.99
Litorange 320PCS M3 Male Female Nylon Hex Spacer Standoff Screw Nut Threaded Pillar PCB Motherboard Assorted Assortment Kit (Black),https://www.amazon.com/gp/product/B07D7828LC/ref=ox_sc_act_title_3?smid=A2ZAZXPTQG1EBE&psc=1,11.99
Pc Accessories - D-Sub High Density DBHD15 Female Right Angle PCB Mount Connector 10-PACK,https://www.amazon.com/gp/product/B00C3W45OA/ref=ox_sc_act_title_1?smid=A64W1E1ZZHST0&psc=1,10.95
"Anwenk 1/4"" Mounting Screw D Shaft D-Ring Screw for Camera Tripod Monopod/Quick Release (QR) Plate DSLR SLR - 2 Pack",https://www.amazon.com/gp/product/B072L43B37/ref=ox_sc_act_title_5?smid=AM5WHBW8CZ8MA&psc=1,6.99
DIYhz green 40PCS 2P 2Pin Screw Terminal Block Connector 3.5mm Pitch for Arduino 10A 300V 10A 130V,https://www.amazon.com/gp/product/B07B791NMQ/ref=ox_sc_act_title_6?smid=A2NNH5C5IP9N3O&psc=1,6.99
CERRXIAN 1ft VGA SVGA 15 Pin HD15 Male to Male Adapter Video Monitor Cable for PC Laptop TV Porjector(mm),https://www.amazon.com/gp/product/B0721SSJJT/ref=ox_sc_act_title_7?smid=A3MDC9KUHU6B27&psc=1,8.89
